display_name,dba,legal_name,address,zip,website,logo,license_id,license_description,class,type,original_issue,effective,expires,lat,lon,assignment_method
BENZ'S FOOD PRODUCTS INC,,BENZ'S FOOD PRODUCTS INC,332 ALBANY AVENUE,11213,,,0081-23-120234,Grocery Store,0081,license,2026-02-27,2026-05-01,2029-04-30,40.66853,-73.9395,pip
Bijou BK LLC,,Bijou BK LLC,1017 Nostrand Ave,11225,,,0340-24-131536,Restaurant,0340,license,2024-10-04,2024-10-04,2026-09-30,40.66358,-73.95092,pip
BK Gourmet Deli,BK Gourmet Deli,BK Gourmet Deli Inc,1040 Nostrand Ave,11225,,,0081-24-132515,Grocery Store,0081,license,2024-10-11,2024-10-11,2027-09-30,40.66288,-73.95085,pip
Black Box Eatz LLC,,Black Box Eatz LLC,675 Flatbush Ave,11225,,,0340-26-144757,Restaurant,0340,license,2026-06-01,2026-06-01,2028-05-31,40.65671,-73.96013,pip
Bleu Nuk BK LLC,,Bleu Nuk BK LLC,1150 Nostrand Ave,11225,,,0340-26-146149,Restaurant,0340,license,2026-06-15,2026-06-15,2028-05-31,40.65951,-73.95049,pip
BOB & BETTY'S FOOD MARKET,BOB & BETTY'S FOOD MARKET,BOB AND BETTY'S GOURMET FOODS LLC,822 FRANKLIN AVE,11225,https://www.bobandbettys.com,,0081-21-104300,Grocery Store,0081,license,2024-02-07,2024-03-01,2027-02-28,40.66957,-73.95836,pip
Bomberino LLC,,Bomberino LLC,392 Rogers Ave,11225,https://bomberinonyc.com/,/liquor/logos/94870da129b2.png,0267-25-126108,Food & Beverage Business,0267,license,2025-10-15,2025-10-15,2027-09-30,40.66326,-73.95382,pip
BONAFINI,BONAFINI,BLESSINGS HERBS & COFFEE LLC,663 FLATBUSH AVE,11225,https://www.bonafinibk.com,/liquor/logos/38ad2a73f7b4.png,0340-22-114027,Restaurant,0340,license,2026-05-28,2026-06-01,2028-05-31,40.65701,-73.96021,pip
Bottega,Bottega,Anything Bklyn LLC,215 Rogers Ave # A,11225,,,0267-25-101261,Food & Beverage Business,0267,license,2025-09-22,2025-09-22,2027-08-31,40.66893,-73.95335,pip
BROOKLYN BEER & SODA CORP,,BROOKLYN BEER & SODA CORP,507 FLATBUSH AVE,11225,,,0001-23-140942,Wholesale Beer (Retail),0001,license,2026-05-19,2026-07-01,2027-06-30,40.66184,-73.96152,pip
C HEIGHTS FOOD CORP,,C HEIGHTS FOOD CORP,301 SCHENECTADY AVE,11213,,,0081-23-122092,Grocery Store,0081,license,2023-09-22,2023-10-01,2026-09-30,40.66767,-73.934,pip
C-TOWN SUPERMARKET,C-TOWN SUPERMARKET,UTICA MEAT & PRODUCE CORP,330 UTICA AVE,11213,,,0081-21-104849,Grocery Store,0081,license,2024-09-08,2024-10-01,2027-09-30,40.66668,-73.93132,pip
CAMILLO,CAMILLO,MIMIROC LLC,1146 NOSTRAND AVE,11225,https://www.camillobk.com,/liquor/logos/de6529dbe784.png,0340-23-137765,Restaurant,0340,license,2025-07-16,2025-09-01,2027-08-31,40.65962,-73.9505,pip
CARLITO'S DELI GROCERY,CARLITO'S DELI GROCERY,JUAN C MARTINEZ,290 ROGERS AVENUE,11216,,,0081-21-110800,Grocery Store,0081,license,2024-10-09,2024-11-01,2027-10-31,40.66632,-73.9536,pip
CHUCKY FRESH MARKET CORP,,CHUCKY FRESH MARKET CORP,414 UTICA AVE,11213,,,0081-21-108497,Grocery Store,0081,license,2024-02-29,2024-03-01,2027-02-28,40.66422,-73.93156,pip
CINNAMON GIRL,CINNAMON GIRL,GREEN DOOR BK CORP,583 FLATBUSH AVE,11225,,,0071-21-118800,Grocery Store,0071,license,2024-10-28,2024-11-01,2027-10-31,40.65932,-73.96054,pip
CJ FRUITS & VEGETABLES,CJ FRUITS & VEGETABLES,MC FRESH MARKET INC,840 NOSTRAND AVE,11225,,,0081-22-131811,Grocery Store,0081,license,2025-06-27,2025-07-01,2028-06-30,40.66935,-73.95053,geoclient
CLARI GROCERY,CLARI GROCERY,GUILLERMO HENRIQUEZ,332 TROY AVENUE,11213,,,0081-22-131136,Grocery Store,0081,license,2025-05-20,2025-06-01,2028-05-31,40.66754,-73.93681,pip
CROSSTOWN LIQUORS INC,,CROSSTOWN LIQUORS INC,1048 NOSTRAND AVE,11225,,,0100-23-126069,Liquor Store,0100,license,2026-03-27,2026-06-01,2029-05-31,40.6627,-73.95083,pip
CVS/PHARMACY #2344,CVS/PHARMACY #2344,CVS ALBANY LLC,1249 NOSTRAND AVE,11225,https://www.cvs.com/store-locator/brooklyn-ny-pharmacies/1249-nostrand-avenue-brooklyn-ny-11225/storeid=2344,/liquor/logos/6b4706b3b6af.svg,0082-21-122241,Drug Store,0082,license,2024-06-30,2024-06-30,2027-06-30,40.65654,-73.95019,pip
D & C Marker,D & C Marker,C & D Family Inc,1220 Nostrand Ave,11225,,,0071-25-105681,Grocery Store,0071,license,2025-03-25,2025-03-25,2028-02-29,40.65744,-73.95028,pip
DARLIN MINI MARKET INC,,DARLIN MINI MARKET INC,200 WINTHROP ST,11225,,,0081-23-103469,Grocery Store,0081,license,2026-02-27,2026-03-01,2029-02-28,40.65689,-73.95345,pip
Deia,Deia,Deia NYC LLC,642 Rogers Ave,11226,,,0370-24-124455,Food & Beverage Business,0370,license,2026-07-06,2026-08-01,2028-07-31,40.65582,-73.95302,geoclient
DIANA FOOD CENTER,DIANA FOOD CENTER,IDELFONSO LOPEZ,291 TROY AVE,11213,,,0071-22-105584,Grocery Store,0071,license,2025-11-13,2026-01-01,2028-12-31,40.66857,-73.93671,geoclient
DjonDjon LLC,,DjonDjon LLC,1206 Nostrand Ave,11225,https://www.djondjonbk.com,/liquor/logos/4c303e10e8cc.png,0340-25-129669,Restaurant,0340,license,2025-11-20,2025-11-20,2027-10-31,40.65794,-73.95033,pip
DRINK,DRINK,492 FLATBUSH AVENUE WINE & SPIRITS LLC,492 FLATBUSH AVE,11225,https://www.drinkplg.com,/liquor/logos/6e0f47f6a23c.png,0100-22-117046,Liquor Store,0100,license,2025-03-19,2025-04-01,2028-03-31,40.66217,-73.96175,pip
E S WHOLESOME FOODS OF BROOKLYN CORP,,E S WHOLESOME FOODS OF BROOKLYN CORP,98 MONTGOMERY ST,11225,,,0081-23-122569,Grocery Store,0081,license,2024-02-02,2024-02-02,2027-01-31,40.6666,-73.96117,geoclient
E&D LIQUOR STORE LTD,,E&D LIQUOR STORE LTD,245 EMPIRE BLVD,11225,,,0100-22-116965,Liquor Store,0100,license,2025-01-29,2025-03-01,2028-02-29,40.6637,-73.95415,pip
EASTERN FRANKLIN LIQUORS LTD,,EASTERN FRANKLIN LIQUORS LTD,808 FRANKLIN AVENUE,11225,,,0100-21-114858,Liquor Store,0100,license,2024-08-20,2024-10-01,2027-09-30,40.67024,-73.95813,geoclient
EBERS LIQUOR & WINE,EBERS LIQUOR & WINE,EBER'S LIQUOR & WINE INC.,314 KINGSTON AVE,11213,,,0100-21-114401,Liquor Store,0100,license,2025-01-29,2025-03-01,2028-02-29,40.66821,-73.9423,pip
EDIE JO'S,EDIE JO'S,Edie Jos LLC,626 630 FLATBUSH AVE,11225,,,0340-23-129149,Restaurant,0340,license,2026-01-21,2025-06-01,2027-05-31,40.65803,-73.96078,pip
EL CASTILLO DE JAGUA RAMIREZ,EL CASTILLO DE JAGUA RAMIREZ,CORINO DIONISIA CORP,679 FLATBUSH AVE,11225,,,0240-24-109605,Restaurant,0240,license,2026-03-17,2026-04-01,2028-03-31,40.65669,-73.96013,pip
El Chingon Corp,,El Chingon Corp,709 Flatbush Ave,11225,,,0524-26-44944,Temporary retail,0524,temporary,2026-06-02,2026-06-02,2026-11-29,40.65586,-73.95992,geoclient
El Huasteco Authentic Mexican Restaurant Corp,,El Huasteco Authentic Mexican Restaurant Corp,347A-347B Empire Blvd,11225,,,0240-25-122721,Restaurant,0240,license,2025-09-12,2025-09-12,2027-08-31,40.66391,-73.9507,pip
EL PATROSON DELI CORP,,EL PATROSON DELI CORP,1141 Washington Ave,11225,,,0081-25-109408,Grocery Store,0081,license,2025-05-07,2025-05-07,2028-04-30,40.66111,-73.96068,pip
EMPIRE CARNIVAL WINES & LIQUORS INC,,EMPIRE CARNIVAL WINES & LIQUORS INC,873 EMPIRE BLVD,11213,,,0100-22-118086,Liquor Store,0100,license,2025-03-18,2025-04-01,2028-03-31,40.66353,-73.93211,geoclient
Empire Cellars,Empire Cellars,Empire Cellars LLC,327 Empire Blvd,11225,,,0100-26-134940,Liquor Store,0100,license,2026-02-05,2026-02-05,2029-01-31,40.66386,-73.95147,pip
EMPIRE KOSHER SUPERMARKET,EMPIRE KOSHER SUPERMARKET,KOLLEL FOOD INC,529 EMPIRE BLVD,11225,,,0081-23-122277,Grocery Store,0081,license,2025-12-30,2026-01-01,2028-12-31,40.66416,-73.94442,pip
FIASCO WINE AND SPIRITS,FIASCO WINE AND SPIRITS,PIVCO LLC,1148 UNION ST,11225,https://fiascobk.com,/liquor/logos/52b1e26a1543.png,0100-21-115032,Liquor Store,0100,license,2024-02-20,2024-03-01,2027-02-28,40.66913,-73.95365,pip
FIONA'S,FIONA'S,QUEENOFSCOTS LLC,562 FLATBUSH AVE,11225,,,0370-25-101214,Food & Beverage Business,0370,license,2025-01-21,2025-01-21,2027-01-31,40.66012,-73.96062,pip
FIONA'S,FIONA'S,QUEENOFSCOTS LLC,562 FLATBUSH AVE,11225,,,0340-23-137128,Restaurant,0340,license,2025-01-24,2025-02-01,2027-01-31,40.66012,-73.96062,pip
FIRST CLASS LIQUOR STORE INC,,FIRST CLASS LIQUOR STORE INC,699 FLATBUSH AVE,11225,,,0100-21-114846,Liquor Store,0100,license,2024-08-08,2024-09-01,2027-08-31,40.65607,-73.95997,geoclient
FLATBUSH ORGANIC MARKET CORP,,FLATBUSH ORGANIC MARKET CORP,713 FLATBUSH AVE,11225,,,0081-22-131109,Grocery Store,0081,license,2025-02-26,2025-04-01,2028-03-31,40.65575,-73.95989,geoclient
Garden Gourmet Deli I Corp,,Garden Gourmet Deli I Corp,570 Albany Ave,11203,,,0081-25-132124,Grocery Store,0081,license,2025-12-22,2025-12-22,2028-11-30,40.66067,-73.9398,pip
Ginos Son Pizza Corp,,Ginos Son Pizza Corp,50 Lincoln Rd,11225,,,0340-24-136818,Restaurant,0340,license,2024-11-21,2024-11-21,2026-10-31,40.66081,-73.96133,pip
GOLDEN KRUST FRANCHISE,GOLDEN KRUST FRANCHISE,CECIL & SIAH INC,823 825 FRANKLIN AVE,11225,https://www.goldenkrust.com,/liquor/logos/99ed6d0de1c3.png,0340-24-118415,Restaurant,0340,license,2026-05-28,2026-06-01,2028-05-31,40.67008,-73.95819,pip
GOODAS BAR & LOUNGE LLC,,GOODAS BAR & LOUNGE LLC,971 E NEW YORK AVE,11212,,,0240-22-102706,Restaurant,0240,license,2026-01-27,2026-02-01,2028-01-31,40.66368,-73.93051,geoclient
HELLO BAR LLC,,HELLO BAR LLC,1110 Nostrand Ave,11225,,,0370-24-116208,Food & Beverage Business,0370,license,2026-06-13,2026-06-13,2028-05-31,40.66061,-73.95061,pip
HEMAN INC.,,HEMAN INC.,720 NEW YORK AVE,11203,,,0081-22-126176,Grocery Store,0081,license,2025-12-23,2026-01-01,2028-12-31,40.65619,-73.94757,pip
Honey Badger 7 Lefferts Garden,Honey Badger 7 Lefferts Garden,Golden Ratio 1 618 Corp.,67 Fenimore St,11225,https://honeybadgerbk.com,/liquor/logos/8029c510ed98.png,0340-26-147332,Restaurant,0340,license,2026-06-30,2026-06-30,2028-05-31,40.65808,-73.96013,pip
IDEAL FOOD BASKET,IDEAL FOOD BASKET,J D 840 EAST NEW YORK FOOD CORP,847 EAST NEW YORK AVE,11203,https://www.idealfoodbaskets.com,/liquor/logos/289871ee6e46.png,0081-22-127379,Grocery Store,0081,license,2025-11-14,2025-12-01,2028-11-30,40.66254,-73.93479,pip
IX RESTAURANT,IX RESTAURANT,ESTHER HADASSA CORP,43 LINCOLN RD,11225,,,0340-22-110417,Restaurant,0340,license,2026-02-04,2026-02-04,2028-01-31,40.6608,-73.96141,pip
IZZY'S SMOKEHOUSE,IZZY'S SMOKEHOUSE,IZZY'S BBQ INC,397 TROY AVE,11213,,,0240-23-140330,Restaurant,0240,license,2025-06-08,2025-07-01,2027-06-30,40.66487,-73.93705,pip
J R C CORNER DELI GROCERY INC,,J R C CORNER DELI GROCERY INC,620 MAPLE STREET,11203,,,0081-22-131731,Grocery Store,0081,license,2025-11-17,2025-12-01,2028-11-30,40.66146,-73.94018,pip
JOE AND SAL'S PIZZERIA,JOE AND SAL'S PIZZERIA,LA CUCUZZA LLC,842 FRANKLIN AVE,11225,,,0240-23-140033,Restaurant,0240,license,2025-08-12,2025-08-12,2027-06-30,40.66923,-73.95848,pip
Joseph's Dream Burger,Joseph's Dream Burger,JOSEPH DREAM BURGER CH INC,333 Kingston Ave,11213,,,0111-25-117512,Restaurant,0111,license,2025-07-23,2025-07-23,2028-06-30,40.66783,-73.94234,pip
K & E LIQUORS INC,,K & E LIQUORS INC,349 UTICA AVE,11213,,,0100-23-124180,Liquor Store,0100,license,2026-03-13,2026-03-13,2029-02-28,40.66598,-73.93139,pip
KAHANS SUPERETTE,KAHANS SUPERETTE,DAVE & CHAYA F KAHAN,317 KINGSTON AVE,11213,,,0071-22-107181,Grocery Store,0071,license,2025-05-15,2025-07-01,2028-06-30,40.66834,-73.94229,pip
KATIE O'S INC,,KATIE O'S INC,452 E NEW YORK AVE,11225,,,0340-24-105271,Restaurant,0340,license,2026-03-04,2026-03-04,2028-02-29,40.66174,-73.94767,pip
KEY FOOD,KEY FOOD,FORBELL MEAT CORP,1232 NOSTRAND AVE,11225,,,0081-22-131150,Grocery Store,0081,license,2025-07-02,2025-08-01,2028-07-31,40.65689,-73.95023,pip
KINGS EMPIRE C STORE,KINGS EMPIRE C STORE,BOLLA OPERATING CORP.,415 EMPIRE BLVD,11225,,,0081-21-109048,Grocery Store,0081,license,2024-10-30,2024-11-01,2027-10-31,40.66405,-73.9487,pip
KUDDELMUDDEL CORP,,KUDDELMUDDEL CORP,1184 NOSTRAND AVE,11225,,,0267-21-116781,Food & Beverage Business,0267,license,2025-10-21,2025-11-01,2027-10-31,40.65858,-73.95039,pip
La Cachette Du Coin,La Cachette Du Coin,La Cachette Du Coin LLC,625 Rogers Ave,11225,,,0340-25-127724,Restaurant,0340,license,2025-10-30,2025-10-30,2027-09-30,40.65629,-73.95307,pip
LA ESTRELLA DEL CASTILLO CORP.,,LA ESTRELLA DEL CASTILLO CORP.,948 Nostrand Ave,11225,,,0340-26-135532,Restaurant,0340,license,2026-02-13,2026-02-20,2028-01-31,40.66571,-73.95087,pip
Lidl,Lidl,"LUS Licensing, LLC",1730 Bedford Ave,11225,https://www.lidl.com/stores/US01560,/liquor/logos/eea06943f66b.svg,0081-26-145611,Grocery Store,0081,license,2026-06-08,2026-06-08,2029-05-31,40.66406,-73.95726,pip
LINCOLN MARKET,LINCOLN MARKET,POM GROUP II INC,31 LINCOLN RD,11225,https://www.lincolnmarket.com,/liquor/logos/ef144ef07df0.png,0081-21-110367,Grocery Store,0081,license,2024-02-15,2024-02-15,2027-01-31,40.66074,-73.96171,pip
LIQUOR TOWN INC,,LIQUOR TOWN INC,559 FLATBUSH AVENUE,11225,,,0100-22-116745,Liquor Store,0100,license,2025-06-05,2025-07-01,2028-06-30,40.66008,-73.96061,pip
LITTLE MO WINE INC,,LITTLE MO WINE INC,1125 NOSTRAND AVE,11225,,,0100-21-115358,Liquor Store,0100,license,2024-10-22,2024-11-01,2027-10-31,40.66028,-73.95058,pip
LOS BROTHER GROCERY CORP,,LOS BROTHER GROCERY CORP,608 NEW YORK AVENUE,11203,,,0081-21-110808,Grocery Store,0081,license,2024-09-24,2024-10-01,2027-09-30,40.65968,-73.94762,pip
"LR Rich Deli, Inc",,"LR Rich Deli, Inc",305 Troy Ave,11213,,,0081-25-101024,Grocery Store,0081,license,2025-01-17,2025-01-17,2027-12-31,40.66825,-73.93674,pip
LUCKY STOP & SHOP,LUCKY STOP & SHOP,ANNABELLE BECKFORD,537A NEW YORK AVE,11225,,,0081-21-112269,Grocery Store,0081,license,2024-10-28,2024-11-01,2027-10-31,40.6616,-73.94782,pip
MAMA LOUISAS,MAMA LOUISAS,O & G DELI & GROCERY CORP.,609 New York Avenue,11203,,,0071-25-110695,Grocery Store,0071,license,2025-05-17,2025-05-17,2028-04-30,40.65947,-73.9476,pip
MAMI DELI & MINI MARKET CORP,,MAMI DELI & MINI MARKET CORP,523 ROGERS AVE,11225,,,0081-21-103363,Grocery Store,0081,license,2024-03-29,2024-04-01,2027-03-31,40.65936,-73.9534,pip
MarketbarBk LLC,,MarketbarBk LLC,1207 Nostrand Ave,11225,,,0340-26-144117,Restaurant,0340,license,2026-05-27,2026-05-27,2028-04-30,40.65772,-73.9503,pip
MELANY FOOD CENTER CORP,,MELANY FOOD CENTER CORP,410 ROGERS AVENUE,11225,,,0081-22-128997,Grocery Store,0081,license,2025-10-29,2025-11-01,2028-10-31,40.66271,-73.95376,pip
MIDWOOD FLATS,MIDWOOD FLATS,PLG SOCIAL LLC,11 MIDWOOD ST AKA 577 FLATBUSH,11225,https://www.midwoodflats.com,/liquor/logos/d9fb4c95aa80.png,0370-24-124826,Food & Beverage Business,0370,license,2026-08-14,2026-09-01,2028-08-31,40.65952,-73.96032,pip
Midwood Grocery Corp,,Midwood Grocery Corp,587 Flatbush Ave,11225,,,0081-24-135391,Grocery Store,0081,license,2024-11-06,2024-11-06,2027-10-31,40.6592,-73.96054,pip
Miss Barb's,Miss Barb's,Barbs Soulfood LLC,1038 Nostrand Ave,11225,https://www.missbarbs.com/,,0267-25-123164,Food & Beverage Business,0267,license,2025-09-16,2025-09-16,2027-08-31,40.66293,-73.95086,pip
MYTH RESTO AND LOUNGE,MYTH RESTO AND LOUNGE,MYTH RESTO AND LOUNGE LLC,1285 Nostrand Ave,11226,,,0370-26-138704,Food & Beverage Business,0370,license,2026-03-27,2026-03-27,2028-02-29,40.6557,-73.95011,geoclient
NAMES,NAMES,GLADY'S VENTURE 2 LLC,453 455 ROGERS AVE,11225,,,0340-22-106148,Restaurant,0340,license,2026-03-20,2026-03-20,2028-02-29,40.66119,-73.9536,pip
New Era Restaurant Incorporated,,New Era Restaurant Incorporated,366 Utica Avenue,11213,,,0340-26-134256,Restaurant,0340,license,2026-01-27,2026-01-27,2027-12-31,40.66562,-73.93143,pip
ONE BROTHER MINI MARKET,ONE BROTHER MINI MARKET,ONE BROTHER MINI MARKET INC,1104 NOSTRAND AVENUE,11225,,,0071-22-105641,Grocery Store,0071,license,2025-03-17,2025-04-01,2028-03-31,40.66104,-73.95065,pip
PATRICK STEAKHOUSE,PATRICK STEAKHOUSE,IGR HOLDINGS LLC,227 ROGERS AVE,11225,https://patricksteakhouse.com,/liquor/logos/b61cd97f94d5.png,0340-23-137004,Restaurant,0340,license,2025-04-23,2025-05-01,2027-04-30,40.66864,-73.95338,pip
PEARL LEES WASHTUB LAUNDROBAR,PEARL LEES WASHTUB LAUNDROBAR,PEARL LEES WASHTUB LLC,314 ROGERS AVE,11225,,,0267-23-130567,Food & Beverage Business,0267,license,2025-02-11,2025-02-11,2027-01-31,40.66577,-73.95366,pip
Peoples Organic Market Inc,,Peoples Organic Market Inc,319-321 Rogers Ave,11225,,,0081-24-138850,Grocery Store,0081,license,2024-12-11,2024-12-11,2027-11-30,40.66544,-73.95369,pip
PIONEER,PIONEER,BC FOOD & PRODUCE CORP,191 199 PARKSIDE AVENUE,11226,,,0081-22-128116,Grocery Store,0081,license,2025-10-02,2025-11-01,2028-10-31,40.65521,-73.96106,geoclient
Plush BK,Plush BK,Plush BK Hospitality Group LLC,252 Empire Blvd,11225,,,0524-26-48293,Temporary retail,0524,temporary,2026-07-10,2026-07-10,2027-01-06,40.66373,-73.95369,pip
POMO,POMO,ORO HOSPITALITY GROUP LLC,2122 BEEKMAN PL,11225,,,0370-23-128465,Food & Beverage Business,0370,license,2025-07-24,2025-08-01,2027-07-31,40.66,-73.96091,pip
PRESIDENT DELI & GRILL CORP,,PRESIDENT DELI & GRILL CORP,876 NOSTRAND AVE,11225,,,0081-20-110048,Grocery Store,0081,license,2023-12-22,2024-01-01,2026-12-31,40.66819,-73.95064,pip
RANDY'S FOOD MART,RANDY'S FOOD MART,RANDYS FOOD MART CORP,378 UTICA AVE,11213,,,0081-21-100473,Grocery Store,0081,license,2024-01-25,2024-02-01,2027-01-31,40.66535,-73.93146,pip
Rinconcito Bites Corp,,Rinconcito Bites Corp,989 Nostrand Ave,11225,,,0524-26-53111,Temporary retail,0524,temporary,2026-09-01,2026-09-01,2027-02-28,40.66417,-73.95098,pip
RISBO,RISBO,DMJC CAFE LLC,701 FLATBUSH AVE,11225,https://www.risbobk.com,/liquor/logos/fe482acbea72.png,0340-23-136141,Restaurant,0340,license,2025-07-25,2025-08-01,2027-07-31,40.65603,-73.95996,geoclient
Rise & Shine Deli Grocery Corp,,Rise & Shine Deli Grocery Corp,809 Nostrand Ave,11225,,,0071-25-110427,Grocery Store,0071,license,2025-05-15,2025-05-15,2028-04-30,40.66884,-73.95057,pip
RL 3DELI FOOD CORP,,RL 3DELI FOOD CORP,636 rogers avenue,11226,,,0081-26-144000,Grocery Store,0081,license,2026-05-26,2026-05-26,2029-04-30,40.65597,-73.95304,pip
RL Deli Food Corp.,,RL Deli Food Corp.,567 Lefferts Ave,11203,,,0524-26-43893,Temporary retail,0524,temporary,2026-05-22,2026-05-22,2026-11-18,40.66288,-73.94211,pip
RL Deli Market Corp.,,RL Deli Market Corp.,438 Troy Ave,11203,,,0081-25-129277,Grocery Store,0081,license,2025-11-17,2025-11-17,2028-10-31,40.66341,-73.93721,pip
Roca Food Corp.,,Roca Food Corp.,413 Lefferts Ave,11225,,,0081-26-133852,Grocery Store,0081,license,2026-01-20,2026-01-20,2028-12-31,40.66254,-73.94754,pip
